workerid,key,value
W71ba61b92c,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":11}"
W71ba61b92c,quizAttempt-3,"{""attempt"":3,""correct"":2,""total"":2}"
W71ba61b92c,quizPassed,"{""attempt"":3,""correct"":2,""total"":2}"
W71ba61b92c,bonus,2
Wf5da1ddb81,startTime,Thu Apr 28 2022 09:48:51 GMT-0500 (Central Daylight Time)
Wf5da1ddb81,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
Wf5da1ddb81,trialDataFile,exp1_split3
Wf5da1ddb81,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
Wf5da1ddb81,descriptionSet,reduced
Wf5da1ddb81,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":14}"
Wf5da1ddb81,quizPassed,"{""attempt"":1,""correct"":14,""total"":14}"
Wf5da1ddb81,bonus,2
W8a04d10e2f,startTime,Thu Apr 28 2022 15:45:48 GMT+0100 (British Summer Time)
W8a04d10e2f,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W8a04d10e2f,trialDataFile,exp1_split1
W8a04d10e2f,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
W8a04d10e2f,descriptionSet,reduced
W8a04d10e2f,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":14}"
W8a04d10e2f,quizAttempt-2,"{""attempt"":2,""correct"":2,""total"":2}"
W8a04d10e2f,quizPassed,"{""attempt"":2,""correct"":2,""total"":2}"
W8a04d10e2f,bonus,2
W4ceabb411d,startTime,Thu Apr 28 2022 15:44:57 GMT+0100 (British Summer Time)
W4ceabb411d,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W4ceabb411d,trialDataFile,exp1_split1
W4ceabb411d,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
W4ceabb411d,descriptionSet,reduced
W4ceabb411d,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":14}"
W4ceabb411d,quizAttempt-2,"{""attempt"":2,""correct"":2,""total"":3}"
W4ceabb411d,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
W4ceabb411d,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
W4ceabb411d,bonus,2
W811c78931b,startTime,Thu Apr 28 2022 16:17:38 GMT+0100 (British Summer Time)
W811c78931b,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W811c78931b,trialDataFile,exp1_split1
W811c78931b,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
W811c78931b,descriptionSet,reduced
W811c78931b,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":14}"
W811c78931b,quizPassed,"{""attempt"":1,""correct"":14,""total"":14}"
W811c78931b,bonus,2
